instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,rush_hour,is_weekend,temp_diff,bad_weather,hum_wind
13749,2012-08-01,3,1,8,1,0,3,1,1,0.66,0.6061,0.83,0.0896,5,28,33,0,0,-0.05390000000000006,0,0.07436799999999999
13750,2012-08-01,3,1,8,2,0,3,1,1,0.64,0.5758,0.83,0.1045,0,13,13,0,0,-0.06420000000000003,0,0.08673499999999999
13751,2012-08-01,3,1,8,3,0,3,1,1,0.64,0.5758,0.83,0.1045,0,7,7,0,0,-0.06420000000000003,0,0.08673499999999999
13752,2012-08-01,3,1,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,1,3,4,0,0,-0.04910000000000003,0,0.104754
13753,2012-08-01,3,1,8,5,0,3,1,2,0.64,0.5909,0.78,0.1343,3,46,49,0,0,-0.04910000000000003,0,0.104754
13754,2012-08-01,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1343,6,179,185,0,0,-0.04910000000000003,0,0.104754
13755,2012-08-01,3,1,8,7,0,3,1,2,0.64,0.5758,0.83,0.1343,19,468,487,1,0,-0.06420000000000003,0,0.111469
13756,2012-08-01,3,1,8,8,0,3,1,2,0.66,0.6061,0.78,0.194,32,649,681,1,0,-0.05390000000000006,0,0.15132
13757,2012-08-01,3,1,8,9,0,3,1,2,0.68,0.6364,0.74,0.0896,34,316,350,1,0,-0.04360000000000008,0,0.066304
13758,2012-08-01,3,1,8,10,0,3,1,1,0.72,0.6818,0.66,0.0896,61,175,236,0,0,-0.03820000000000001,0,0.059136
13759,2012-08-01,3,1,8,11,0,3,1,1,0.76,0.7121,0.58,0.0896,54,180,234,0,0,-0.047900000000000054,0,0.05196799999999999
13760,2012-08-01,3,1,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,75,209,284,0,0,-0.057600000000000096,0,0.051204999999999994
13761,2012-08-01,3,1,8,13,0,3,1,1,0.8,0.7424,0.52,0.1642,59,221,280,0,0,-0.057600000000000096,0,0.08538400000000002
13762,2012-08-01,3,1,8,14,0,3,1,1,0.82,0.7576,0.46,0.1642,88,175,263,0,0,-0.0623999999999999,0,0.07553200000000002
13763,2012-08-01,3,1,8,15,0,3,1,1,0.82,0.7576,0.46,0.1642,89,206,295,0,0,-0.0623999999999999,0,0.07553200000000002
13764,2012-08-01,3,1,8,16,0,3,1,1,0.8,0.7576,0.55,0.2836,93,386,479,0,0,-0.04239999999999999,0,0.15598000000000004
13765,2012-08-01,3,1,8,17,0,3,1,1,0.8,0.7424,0.49,0.1642,103,734,837,1,0,-0.057600000000000096,0,0.080458
13766,2012-08-01,3,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,105,786,891,1,0,-0.047900000000000054,1,0.138818
13767,2012-08-01,3,1,8,19,0,3,1,1,0.74,0.697,0.66,0.2537,88,564,652,1,0,-0.04300000000000004,0,0.167442
13768,2012-08-01,3,1,8,20,0,3,1,1,0.74,0.697,0.66,0.1642,65,448,513,0,0,-0.04300000000000004,0,0.10837200000000001
13769,2012-08-01,3,1,8,21,0,3,1,1,0.72,0.6818,0.7,0.1343,36,284,320,0,0,-0.03820000000000001,0,0.09401
13770,2012-08-01,3,1,8,22,0,3,1,1,0.72,0.6818,0.7,0.1045,37,251,288,0,0,-0.03820000000000001,0,0.07314999999999999
13771,2012-08-01,3,1,8,23,0,3,1,1,0.7,0.6667,0.74,0.0,18,134,152,0,0,-0.033299999999999996,0,0.0
13772,2012-08-02,3,1,8,0,0,4,1,1,0.7,0.6667,0.74,0.0,8,55,63,0,0,-0.033299999999999996,0,0.0
13773,2012-08-02,3,1,8,1,0,4,1,1,0.68,0.6364,0.79,0.1045,6,36,42,0,0,-0.04360000000000008,0,0.082555
13774,2012-08-02,3,1,8,2,0,4,1,1,0.66,0.6061,0.83,0.0896,3,8,11,0,0,-0.05390000000000006,0,0.07436799999999999
13775,2012-08-02,3,1,8,3,0,4,1,1,0.66,0.6061,0.83,0.0,0,6,6,0,0,-0.05390000000000006,0,0.0
13776,2012-08-02,3,1,8,4,0,4,1,1,0.66,0.6061,0.83,0.0,0,9,9,0,0,-0.05390000000000006,0,0.0
13777,2012-08-02,3,1,8,5,0,4,1,1,0.66,0.5909,0.89,0.1343,4,37,41,0,0,-0.06910000000000005,0,0.11952700000000001
13778,2012-08-02,3,1,8,6,0,4,1,1,0.66,0.6061,0.83,0.0,6,177,183,0,0,-0.05390000000000006,0,0.0
13779,2012-08-02,3,1,8,7,0,4,1,1,0.7,0.6667,0.79,0.0,21,452,473,1,0,-0.033299999999999996,0,0.0
13780,2012-08-02,3,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,21,718,739,1,0,-0.02300000000000002,0,0.07733
13781,2012-08-02,3,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1045,31,312,343,1,0,-0.03270000000000006,0,0.06897
13782,2012-08-02,3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0.0,51,130,181,0,0,-0.04239999999999999,0,0.0
13783,2012-08-02,3,1,8,11,0,4,1,1,0.82,0.7727,0.52,0.1045,59,167,226,0,0,-0.0472999999999999,0,0.05434
13784,2012-08-02,3,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1343,56,230,286,0,0,-0.08239999999999992,0,0.059092
13785,2012-08-02,3,1,8,13,0,4,1,1,0.86,0.7879,0.44,0.2239,98,212,310,0,0,-0.07209999999999994,0,0.09851599999999999
13786,2012-08-02,3,1,8,14,0,4,1,1,0.86,0.7879,0.41,0.1343,54,171,225,0,0,-0.07209999999999994,0,0.055063
13787,2012-08-02,3,1,8,15,0,4,1,1,0.78,0.7424,0.62,0.4627,68,202,270,0,0,-0.03760000000000008,0,0.286874
13788,2012-08-02,3,1,8,16,0,4,1,1,0.82,0.7576,0.46,0.194,71,335,406,0,0,-0.0623999999999999,0,0.08924
13789,2012-08-02,3,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,90,775,865,1,0,-0.0472999999999999,0,0.13192399999999999
13790,2012-08-02,3,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,86,681,767,1,0,-0.02729999999999999,0,0.132101
13791,2012-08-02,3,1,8,19,0,4,1,1,0.8,0.7879,0.63,0.1642,98,509,607,1,0,-0.0121,0,0.10344600000000001
13792,2012-08-02,3,1,8,20,0,4,1,1,0.78,0.7576,0.66,0.0,51,376,427,0,0,-0.022399999999999975,0,0.0
13793,2012-08-02,3,1,8,21,0,4,1,1,0.76,0.7273,0.66,0.2239,41,301,342,0,0,-0.03270000000000006,0,0.147774
13794,2012-08-02,3,1,8,22,0,4,1,1,0.74,0.697,0.7,0.194,35,227,262,0,0,-0.04300000000000004,0,0.1358
13795,2012-08-02,3,1,8,23,0,4,1,1,0.72,0.6818,0.7,0.2537,25,152,177,0,0,-0.03820000000000001,0,0.17758999999999997
13796,2012-08-03,3,1,8,0,0,5,1,1,0.72,0.6818,0.7,0.194,15,56,71,0,0,-0.03820000000000001,0,0.1358
13797,2012-08-03,3,1,8,1,0,5,1,1,0.7,0.6667,0.74,0.194,11,32,43,0,0,-0.033299999999999996,0,0.14356
13798,2012-08-03,3,1,8,2,0,5,1,1,0.68,0.6364,0.79,0.2239,0,14,14,0,0,-0.04360000000000008,0,0.176881
13799,2012-08-03,3,1,8,3,0,5,1,1,0.68,0.6364,0.79,0.2239,1,5,6,0,0,-0.04360000000000008,0,0.176881
13800,2012-08-03,3,1,8,4,0,5,1,1,0.66,0.6061,0.83,0.2537,1,11,12,0,0,-0.05390000000000006,0,0.21057099999999998
13801,2012-08-03,3,1,8,5,0,5,1,1,0.66,0.6061,0.83,0.1642,2,35,37,0,0,-0.05390000000000006,0,0.136286
13802,2012-08-03,3,1,8,6,0,5,1,1,0.66,0.6061,0.83,0.2239,5,158,163,0,0,-0.05390000000000006,0,0.18583699999999997
13803,2012-08-03,3,1,8,7,0,5,1,1,0.7,0.6667,0.74,0.1045,25,396,421,1,0,-0.033299999999999996,0,0.07733
13804,2012-08-03,3,1,8,8,0,5,1,1,0.72,0.6818,0.7,0.1343,32,636,668,1,0,-0.03820000000000001,0,0.09401
13805,2012-08-03,3,1,8,9,0,5,1,2,0.74,0.697,0.66,0.1045,69,327,396,1,0,-0.04300000000000004,0,0.06897
13806,2012-08-03,3,1,8,10,0,5,1,2,0.8,0.7424,0.52,0.194,82,167,249,0,0,-0.057600000000000096,0,0.10088000000000001
13807,2012-08-03,3,1,8,11,0,5,1,2,0.84,0.7879,0.49,0.2836,77,186,263,0,0,-0.052099999999999924,0,0.138964
13808,2012-08-03,3,1,8,12,0,5,1,2,0.86,0.8182,0.5,0.2985,95,243,338,0,0,-0.04179999999999995,0,0.14925
13809,2012-08-03,3,1,8,13,0,5,1,2,0.86,0.803,0.47,0.2836,98,247,345,0,0,-0.05699999999999994,0,0.133292
13810,2012-08-03,3,1,8,14,0,5,1,2,0.86,0.7879,0.44,0.2537,102,229,331,0,0,-0.07209999999999994,0,0.11162799999999999
13811,2012-08-03,3,1,8,15,0,5,1,1,0.88,0.8182,0.42,0.2537,112,268,380,0,0,-0.061799999999999966,0,0.10655399999999998
13812,2012-08-03,3,1,8,16,0,5,1,2,0.86,0.7879,0.41,0.2239,112,380,492,0,0,-0.07209999999999994,0,0.09179899999999999
13813,2012-08-03,3,1,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,95,646,741,1,0,-0.03699999999999992,0,0.15030800000000002
13814,2012-08-03,3,1,8,18,0,5,1,2,0.82,0.803,0.59,0.2537,98,573,671,1,0,-0.016999999999999904,0,0.14968299999999998
13815,2012-08-03,3,1,8,19,0,5,1,2,0.8,0.7879,0.63,0.2239,81,388,469,1,0,-0.0121,0,0.141057
13816,2012-08-03,3,1,8,20,0,5,1,2,0.78,0.7576,0.66,0.2239,89,300,389,0,0,-0.022399999999999975,0,0.147774
13817,2012-08-03,3,1,8,21,0,5,1,2,0.76,0.7273,0.66,0.194,54,224,278,0,0,-0.03270000000000006,0,0.12804000000000001
13818,2012-08-03,3,1,8,22,0,5,1,1,0.76,0.7273,0.7,0.2537,46,156,202,0,0,-0.03270000000000006,0,0.17758999999999997
13819,2012-08-03,3,1,8,23,0,5,1,1,0.74,0.7121,0.79,0.1343,26,170,196,0,0,-0.027900000000000036,0,0.10609700000000001
13820,2012-08-04,3,1,8,0,0,6,0,1,0.74,0.7121,0.79,0.1642,24,137,161,0,1,-0.027900000000000036,0,0.12971800000000003
13821,2012-08-04,3,1,8,1,0,6,0,1,0.72,0.7121,0.84,0.194,23,99,122,0,1,-0.007900000000000018,0,0.16296
13822,2012-08-04,3,1,8,2,0,6,0,1,0.72,0.7121,0.84,0.1343,20,64,84,0,1,-0.007900000000000018,0,0.112812
13823,2012-08-04,3,1,8,3,0,6,0,1,0.72,0.7121,0.84,0.1343,11,19,30,0,1,-0.007900000000000018,0,0.112812
13824,2012-08-04,3,1,8,4,0,6,0,1,0.72,0.697,0.79,0.194,2,11,13,0,1,-0.02300000000000002,0,0.15326
13825,2012-08-04,3,1,8,5,0,6,0,1,0.7,0.6667,0.84,0.2239,1,16,17,0,1,-0.033299999999999996,0,0.188076
13826,2012-08-04,3,1,8,6,0,6,0,1,0.7,0.6667,0.84,0.2239,12,37,49,0,1,-0.033299999999999996,0,0.188076
13827,2012-08-04,3,1,8,7,0,6,0,1,0.72,0.697,0.77,0.1642,18,49,67,1,1,-0.02300000000000002,0,0.12643400000000002
13828,2012-08-04,3,1,8,8,0,6,0,1,0.74,0.7273,0.72,0.194,49,132,181,1,1,-0.012700000000000045,0,0.13968
13829,2012-08-04,3,1,8,9,0,6,0,1,0.78,0.7576,0.65,0.2239,61,217,278,1,1,-0.022399999999999975,0,0.145535
13830,2012-08-04,3,1,8,10,0,6,0,1,0.82,0.7727,0.57,0.194,108,288,396,0,1,-0.0472999999999999,0,0.11058
13831,2012-08-04,3,1,8,11,0,6,0,1,0.86,0.803,0.47,0.2537,155,315,470,0,1,-0.05699999999999994,0,0.11923899999999998
13832,2012-08-04,3,1,8,12,0,6,0,1,0.86,0.7879,0.4,0.3582,222,325,547,0,1,-0.07209999999999994,0,0.14328000000000002
13833,2012-08-04,3,1,8,13,0,6,0,1,0.88,0.8182,0.42,0.2985,195,332,527,0,1,-0.061799999999999966,0,0.12536999999999998
13834,2012-08-04,3,1,8,14,0,6,0,1,0.88,0.803,0.4,0.3881,183,289,472,0,1,-0.07699999999999996,0,0.15524000000000002
13835,2012-08-04,3,1,8,15,0,6,0,1,0.88,0.8182,0.42,0.4179,205,284,489,0,1,-0.061799999999999966,0,0.17551799999999998
13836,2012-08-04,3,1,8,16,0,6,0,1,0.9,0.8182,0.39,0.2985,197,253,450,0,1,-0.08179999999999998,0,0.116415
13837,2012-08-04,3,1,8,17,0,6,0,1,0.88,0.7879,0.37,0.2985,179,313,492,1,1,-0.09209999999999996,0,0.11044499999999999
13838,2012-08-04,3,1,8,18,0,6,0,1,0.86,0.7879,0.41,0.3284,169,321,490,1,1,-0.07209999999999994,0,0.134644
13839,2012-08-04,3,1,8,19,0,6,0,1,0.82,0.7727,0.52,0.3582,133,264,397,1,1,-0.0472999999999999,0,0.186264
13840,2012-08-04,3,1,8,20,0,6,0,1,0.82,0.7727,0.52,0.2985,117,195,312,0,1,-0.0472999999999999,0,0.15522
13841,2012-08-04,3,1,8,21,0,6,0,1,0.8,0.7727,0.59,0.2537,96,193,289,0,1,-0.02729999999999999,0,0.14968299999999998
13842,2012-08-04,3,1,8,22,0,6,0,1,0.76,0.7273,0.66,0.2836,104,165,269,0,1,-0.03270000000000006,0,0.187176
13843,2012-08-04,3,1,8,23,0,6,0,1,0.76,0.7273,0.66,0.2985,61,161,222,0,1,-0.03270000000000006,0,0.19701
13844,2012-08-05,3,1,8,0,0,0,0,1,0.74,0.697,0.7,0.2836,32,121,153,0,1,-0.04300000000000004,0,0.19852
13845,2012-08-05,3,1,8,1,0,0,0,1,0.74,0.697,0.7,0.2537,8,79,87,0,1,-0.04300000000000004,0,0.17758999999999997
13846,2012-08-05,3,1,8,2,0,0,0,1,0.74,0.697,0.7,0.2985,5,68,73,0,1,-0.04300000000000004,0,0.20894999999999997
13847,2012-08-05,3,1,8,3,0,0,0,1,0.72,0.697,0.74,0.2537,9,32,41,0,1,-0.02300000000000002,0,0.187738
13848,2012-08-05,3,1,8,4,0,0,0,1,0.72,0.697,0.74,0.2537,3,11,14,0,1,-0.02300000000000002,0,0.187738
13849,2012-08-05,3,1,8,5,0,0,0,1,0.72,0.697,0.74,0.2537,1,18,19,0,1,-0.02300000000000002,0,0.187738
13850,2012-08-05,3,1,8,6,0,0,0,1,0.72,0.697,0.79,0.2537,7,12,19,0,1,-0.02300000000000002,0,0.200423
13851,2012-08-05,3,1,8,7,0,0,0,1,0.74,0.7121,0.74,0.2985,18,50,68,1,1,-0.027900000000000036,0,0.22088999999999998
13852,2012-08-05,3,1,8,8,0,0,0,1,0.76,0.7273,0.66,0.3284,27,81,108,1,1,-0.03270000000000006,0,0.21674400000000002
13853,2012-08-05,3,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,61,168,229,1,1,-0.02729999999999999,0,0.211338
13854,2012-08-05,3,1,8,10,0,0,0,1,0.8,0.7727,0.59,0.4179,111,253,364,0,1,-0.02729999999999999,0,0.24656099999999997
13855,2012-08-05,3,1,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,155,282,437,0,1,-0.032099999999999906,0,0.234024
13856,2012-08-05,3,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,161,330,491,0,1,-0.05699999999999994,0,0.24552799999999997
13857,2012-08-05,3,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,208,315,523,0,1,-0.061799999999999966,0,0.203588
13858,2012-08-05,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,161,365,526,0,1,-0.05149999999999999,0,0.194334
13859,2012-08-05,3,1,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,164,286,450,0,1,-0.08179999999999998,0,0.193288
13860,2012-08-05,3,1,8,16,0,0,0,1,0.82,0.7576,0.46,0.2537,143,278,421,0,1,-0.0623999999999999,0,0.116702
13861,2012-08-05,3,1,8,17,0,0,0,1,0.82,0.7576,0.46,0.2537,122,260,382,1,1,-0.0623999999999999,0,0.116702
13862,2012-08-05,3,1,8,18,0,0,0,3,0.7,0.6667,0.74,0.1343,75,154,229,1,1,-0.033299999999999996,1,0.099382
13863,2012-08-05,3,1,8,19,0,0,0,1,0.7,0.6667,0.84,0.2239,46,139,185,1,1,-0.033299999999999996,0,0.188076
13864,2012-08-05,3,1,8,20,0,0,0,1,0.7,0.6667,0.84,0.1045,53,140,193,0,1,-0.033299999999999996,0,0.08778
13865,2012-08-05,3,1,8,21,0,0,0,1,0.72,0.697,0.79,0.1045,51,157,208,0,1,-0.02300000000000002,0,0.082555
13866,2012-08-05,3,1,8,22,0,0,0,1,0.72,0.697,0.79,0.0896,57,100,157,0,1,-0.02300000000000002,0,0.070784
13867,2012-08-05,3,1,8,23,0,0,0,2,0.72,0.697,0.79,0.1642,29,58,87,0,1,-0.02300000000000002,0,0.12971800000000003
13868,2012-08-06,3,1,8,0,0,1,1,2,0.72,0.697,0.79,0.0,9,24,33,0,0,-0.02300000000000002,0,0.0
13869,2012-08-06,3,1,8,1,0,1,1,1,0.72,0.697,0.79,0.0896,1,10,11,0,0,-0.02300000000000002,0,0.070784
13870,2012-08-06,3,1,8,2,0,1,1,2,0.72,0.697,0.79,0.1343,0,5,5,0,0,-0.02300000000000002,0,0.10609700000000001
13871,2012-08-06,3,1,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,0,5,5,0,0,-0.02300000000000002,1,0.070784
13872,2012-08-06,3,1,8,4,0,1,1,2,0.72,0.697,0.74,0.1343,3,8,11,0,0,-0.02300000000000002,0,0.099382
13873,2012-08-06,3,1,8,5,0,1,1,1,0.7,0.6667,0.79,0.194,2,23,25,0,0,-0.033299999999999996,0,0.15326
13874,2012-08-06,3,1,8,6,0,1,1,2,0.7,0.6667,0.79,0.2239,4,137,141,0,0,-0.033299999999999996,0,0.176881
13875,2012-08-06,3,1,8,7,0,1,1,3,0.72,0.6818,0.7,0.194,14,393,407,1,0,-0.03820000000000001,1,0.1358
13876,2012-08-06,3,1,8,8,0,1,1,2,0.7,0.6667,0.79,0.0,27,578,605,1,0,-0.033299999999999996,0,0.0
13877,2012-08-06,3,1,8,9,0,1,1,3,0.7,0.6667,0.79,0.1642,28,248,276,1,0,-0.033299999999999996,1,0.12971800000000003
13878,2012-08-06,3,1,8,10,0,1,1,1,0.74,0.697,0.7,0.2239,54,159,213,0,0,-0.04300000000000004,0,0.15672999999999998
13879,2012-08-06,3,1,8,11,0,1,1,1,0.76,0.7273,0.66,0.1343,108,152,260,0,0,-0.03270000000000006,0,0.08863800000000001
13880,2012-08-06,3,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896,72,213,285,0,0,-0.05270000000000008,0,0.049280000000000004
13881,2012-08-06,3,1,8,13,0,1,1,1,0.8,0.7424,0.49,0.2239,85,204,289,0,0,-0.057600000000000096,0,0.10971099999999999
13882,2012-08-06,3,1,8,14,0,1,1,1,0.82,0.7576,0.46,0.0,99,188,287,0,0,-0.0623999999999999,0,0.0
13883,2012-08-06,3,1,8,15,0,1,1,1,0.82,0.7576,0.46,0.1343,91,183,274,0,0,-0.0623999999999999,0,0.061778000000000007
13884,2012-08-06,3,1,8,16,0,1,1,1,0.84,0.7576,0.41,0.1045,88,363,451,0,0,-0.08239999999999992,0,0.042844999999999994
13885,2012-08-06,3,1,8,17,0,1,1,1,0.82,0.7424,0.41,0.0,112,746,858,1,0,-0.0776,0,0.0
13886,2012-08-06,3,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,100,743,843,1,0,-0.0776,0,0.055063
13887,2012-08-06,3,1,8,19,0,1,1,1,0.78,0.7424,0.59,0.194,109,531,640,1,0,-0.03760000000000008,0,0.11445999999999999
13888,2012-08-06,3,1,8,20,0,1,1,1,0.76,0.7273,0.66,0.1642,89,368,457,0,0,-0.03270000000000006,0,0.10837200000000001
13889,2012-08-06,3,1,8,21,0,1,1,1,0.74,0.697,0.7,0.194,72,245,317,0,0,-0.04300000000000004,0,0.1358
13890,2012-08-06,3,1,8,22,0,1,1,1,0.74,0.697,0.7,0.0896,50,157,207,0,0,-0.04300000000000004,0,0.06272
13891,2012-08-06,3,1,8,23,0,1,1,1,0.72,0.697,0.74,0.194,16,97,113,0,0,-0.02300000000000002,0,0.14356
13892,2012-08-07,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.194,15,32,47,0,0,-0.033299999999999996,0,0.16296
13893,2012-08-07,3,1,8,1,0,2,1,1,0.7,0.6667,0.84,0.1343,2,16,18,0,0,-0.033299999999999996,0,0.112812
13894,2012-08-07,3,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343,6,7,13,0,0,-0.033299999999999996,0,0.112812
13895,2012-08-07,3,1,8,3,0,2,1,1,0.7,0.6667,0.84,0.0,0,6,6,0,0,-0.033299999999999996,0,0.0
13896,2012-08-07,3,1,8,4,0,2,1,1,0.68,0.6364,0.83,0.1343,2,7,9,0,0,-0.04360000000000008,0,0.111469
13897,2012-08-07,3,1,8,5,0,2,1,1,0.7,0.6667,0.79,0.1045,3,33,36,0,0,-0.033299999999999996,0,0.082555
13898,2012-08-07,3,1,8,6,0,2,1,2,0.7,0.6667,0.79,0.194,3,176,179,0,0,-0.033299999999999996,0,0.15326
13899,2012-08-07,3,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343,21,481,502,1,0,-0.033299999999999996,0,0.099382
13900,2012-08-07,3,1,8,8,0,2,1,2,0.7,0.6515,0.7,0.1642,41,664,705,1,0,-0.04849999999999999,0,0.11494
13901,2012-08-07,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.1343,44,283,327,1,0,-0.033299999999999996,0,0.099382
13902,2012-08-07,3,1,8,10,0,2,1,2,0.74,0.697,0.7,0.1343,89,161,250,0,0,-0.04300000000000004,0,0.09401
13903,2012-08-07,3,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896,84,130,214,0,0,-0.03270000000000006,0,0.059136
13904,2012-08-07,3,1,8,12,0,2,1,2,0.8,0.7576,0.55,0.1343,86,197,283,0,0,-0.04239999999999999,0,0.07386500000000001
13905,2012-08-07,3,1,8,13,0,2,1,2,0.8,0.7424,0.52,0.194,68,185,253,0,0,-0.057600000000000096,0,0.10088000000000001
13906,2012-08-07,3,1,8,14,0,2,1,2,0.82,0.7576,0.46,0.0,76,185,261,0,0,-0.0623999999999999,0,0.0
13907,2012-08-07,3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0.0,100,206,306,0,0,-0.057600000000000096,0,0.0
13908,2012-08-07,3,1,8,16,0,2,1,3,0.76,0.7273,0.66,0.2836,101,344,445,0,0,-0.03270000000000006,1,0.187176
13909,2012-08-07,3,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343,125,743,868,1,0,-0.03760000000000008,0,0.083266
13910,2012-08-07,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,103,711,814,1,0,-0.047900000000000054,0,0.101804
13911,2012-08-07,3,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045,104,506,610,1,0,-0.03270000000000006,0,0.06897
13912,2012-08-07,3,1,8,20,0,2,1,2,0.74,0.697,0.7,0.1343,74,374,448,0,0,-0.04300000000000004,0,0.09401
13913,2012-08-07,3,1,8,21,0,2,1,2,0.72,0.697,0.74,0.0,70,247,317,0,0,-0.02300000000000002,0,0.0
13914,2012-08-07,3,1,8,22,0,2,1,1,0.72,0.697,0.74,0.1045,43,181,224,0,0,-0.02300000000000002,0,0.07733
13915,2012-08-07,3,1,8,23,0,2,1,1,0.72,0.697,0.79,0.0,18,120,138,0,0,-0.02300000000000002,0,0.0
13916,2012-08-08,3,1,8,0,0,3,1,1,0.7,0.6667,0.84,0.0,12,46,58,0,0,-0.033299999999999996,0,0.0
13917,2012-08-08,3,1,8,1,0,3,1,1,0.72,0.697,0.79,0.0,3,20,23,0,0,-0.02300000000000002,0,0.0
13918,2012-08-08,3,1,8,2,0,3,1,1,0.7,0.6667,0.84,0.0,1,5,6,0,0,-0.033299999999999996,0,0.0
13919,2012-08-08,3,1,8,3,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,0,0,-0.033299999999999996,0,0.0
13920,2012-08-08,3,1,8,4,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7,0,0,-0.033299999999999996,0,0.0
13921,2012-08-08,3,1,8,5,0,3,1,2,0.68,0.6364,0.89,0.1642,3,40,43,0,0,-0.04360000000000008,0,0.14613800000000002
13922,2012-08-08,3,1,8,6,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,173,0,0,-0.033299999999999996,0,0.137928
13923,2012-08-08,3,1,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642,24,458,482,1,0,-0.033299999999999996,0,0.137928
13924,2012-08-08,3,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896,48,689,737,1,0,-0.012700000000000045,0,0.064512
13925,2012-08-08,3,1,8,9,0,3,1,2,0.76,0.7273,0.66,0.0,33,308,341,1,0,-0.03270000000000006,0,0.0
13926,2012-08-08,3,1,8,10,0,3,1,2,0.8,0.7424,0.52,0.1343,63,151,214,0,0,-0.057600000000000096,0,0.06983600000000001
13927,2012-08-08,3,1,8,11,0,3,1,2,0.8,0.7424,0.52,0.0,80,159,239,0,0,-0.057600000000000096,0,0.0
13928,2012-08-08,3,1,8,12,0,3,1,2,0.8,0.7424,0.52,0.0,63,217,280,0,0,-0.057600000000000096,0,0.0
13929,2012-08-08,3,1,8,13,0,3,1,2,0.8,0.7424,0.52,0.0,101,212,313,0,0,-0.057600000000000096,0,0.0
13930,2012-08-08,3,1,8,14,0,3,1,2,0.8,0.7424,0.52,0.2537,63,173,236,0,0,-0.057600000000000096,0,0.13192399999999999
13931,2012-08-08,3,1,8,15,0,3,1,2,0.84,0.7576,0.44,0.194,110,168,278,0,0,-0.08239999999999992,0,0.08536
13932,2012-08-08,3,1,8,16,0,3,1,2,0.8,0.7424,0.49,0.2836,113,328,441,0,0,-0.057600000000000096,0,0.138964
13933,2012-08-08,3,1,8,17,0,3,1,2,0.8,0.7576,0.55,0.2836,107,751,858,1,0,-0.04239999999999999,0,0.15598000000000004
13934,2012-08-08,3,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642,117,745,862,1,0,-0.05270000000000008,0,0.09031000000000002
13935,2012-08-08,3,1,8,19,0,3,1,1,0.76,0.7273,0.66,0.2239,119,567,686,1,0,-0.03270000000000006,0,0.147774
13936,2012-08-08,3,1,8,20,0,3,1,1,0.74,0.697,0.66,0.194,76,424,500,0,0,-0.04300000000000004,0,0.12804000000000001
13937,2012-08-08,3,1,8,21,0,3,1,1,0.74,0.697,0.66,0.1045,70,311,381,0,0,-0.04300000000000004,0,0.06897
13938,2012-08-08,3,1,8,22,0,3,1,1,0.72,0.697,0.74,0.1045,35,198,233,0,0,-0.02300000000000002,0,0.07733
13939,2012-08-08,3,1,8,23,0,3,1,1,0.72,0.6818,0.7,0.1343,16,120,136,0,0,-0.03820000000000001,0,0.09401
13940,2012-08-09,3,1,8,0,0,4,1,1,0.72,0.697,0.74,0.194,16,51,67,0,0,-0.02300000000000002,0,0.14356
13941,2012-08-09,3,1,8,1,0,4,1,1,0.7,0.6667,0.79,0.1343,5,23,28,0,0,-0.033299999999999996,0,0.10609700000000001
13942,2012-08-09,3,1,8,2,0,4,1,1,0.7,0.6667,0.84,0.0896,2,12,14,0,0,-0.033299999999999996,0,0.075264
